DENOMINAZIONE,COMUNE,PROVINCIA,TELEFONO,EMAIL,AREA,SERVIZI,ATTIVITA,TIPOLOGIE PERSONE SVANTAGGIATE,WGS84_Y,WGS84_X,location
LAVORO & ACCOGLIENZA - COOPERATIVA SOCIALE,Varese,VA,0332867011,sandro.smeacetto@solidarieta.it,Disabili/Handicappati,Progettazione servizi sperimentali,,,45.81658176,8.82756829,"(45.81658176, 8.82756829)"
SENTIERI E VERBENA SOLIDALI - SOCIETA' COOPERATIVA SOCIALE - ONLUS,Idro,BS,0365823822,sent.sol@libero.it,,,"Affissione manifesti, Facchinaggio e traslochi, Falegnameria, Gestione isola ecologica, Manutenzione verde, Pulizia ambienti, Raccolta differenz., Servizi cimiteriali","Disabili, Pazienti psichiatrici, Tossicodipendenti, Alcooldipendenti",45.73946612,10.48053778,"(45.73946612, 10.48053778)"
COOPERATIVA SOCIALE IL VISCONTE DI MEZZAGO,Mezzago,MB,039623853,,"Altro, Educativa, Prevenzione del disagio",Animazione culturale  e territoriale,,,45.6308488,9.44233345,"(45.6308488, 9.44233345)"
LA RINASCITA COOPERATIVA SOCIALE - ONLUS,Varese,VA,03321952513,,,,"Altro, Facchinaggio e traslochi, Gestione mense, Manutenzione verde, Pulizia ambienti","Tossicodipendenti, Alcooldipendenti",45.80714111,8.83396713,"(45.80714111, 8.83396713)"
NATURART COOPERATIVA SOCIALE A RESPONSABILITA' LIMITATA,Gallarate,VA,0331797848,cda.naturart@gmail.com,"Disabili/Handicappati, Disagio Giovanile, Educativa, Emarginazione Sociale, Minori, Prevenzione del disagio","Altro, Animazione, Assistenza Pre e Post Scolastica, Assistenza scolastica ""ad personam"", Attività Extra scolastiche a minori, Educatori di Strada, Formazione - Consulenza - Progettazione, Informagiovani - Spazio giovani, Servizio inserimenti lavorativi",,,45.66798209,8.79483805,"(45.66798209, 8.79483805)"
SOCIETA' COOPERATIVA SOCIALE DEI LAVORATORI E CARUANA O.N.L.U.S.,Inzago,MI,029548944,CARUANA@HOTMAIL.IT,"Anziani, Educativa, Famiglia, Minori","Assistenza Pre e Post Scolastica, Attività Extra scolastiche a minori, Centro di Aggregazione Giovanile",,,45.53928829,9.48018315,"(45.53928829, 9.48018315)"
IL GRIGIO COOPERATIVA SOCIALE - ONLUS,Lecco,LC,0341644279,info@ilgrigiocoop.org,,,"Altro, Assembl. meccanici, Manutenzione verde, Pulizia ambienti, Raccolta differenz., Sgomberi locali",Disabili,45.8585271,9.38633423,"(45.8585271, 9.38633423)"
COOPERATIVA SOCIALE NATURALIA A R.L. O.N.L.U.S.,Milano,MI,022564044,remaritalia@virgilio.it,,,"Facchinaggio e traslochi, Manutenzione verde, Pulizia ambienti, Recupero e vendita beni usati, Sgomberi locali, Tinteggiatura, Volantinaggio","Tossicodipendenti, Alcooldipendenti",45.50927389,9.24879095,"(45.50927389, 9.24879095)"
MAR.ESI - SOCIETA' COOPERATIVA SOCIALE,Mede,PV,038481381,argenton@lomellina.tv,,,"Facchinaggio e traslochi, Manutenzione verde, Pulizia ambienti","Detenuti, Disabili, Tossicodipendenti, Alcooldipendenti",45.09523257,8.73496543,"(45.09523257, 8.73496543)"
DEMETRA SOCIETA' COOPERATIVA SOCIALE - O.N.L.U.S,Besana in Brianza,MB,0362802120,info@demetra.net,,,Manutenzione verde,"Disabili, Tossicodipendenti, Alcooldipendenti",45.71162583,9.26626156,"(45.71162583, 9.26626156)"
EURONURSING SOCIETA' COOPERATIVA SOCIALE - ONLUS.,Osio Sotto,BG,0354195056,info@euronursing.org,"Anziani, Disabili/Handicappati, Minori, Stranieri","Altro, Assistenza Domiciliare integrata Anziani, Assistenza Domiciliare integrata Disabili",,,45.61952808,9.59929897,"(45.61952808, 9.59929897)"
IL NUOVO MONDO COOPERATIVA SOCIALE A RESPONSABILITA' LIMITATA,Lecco,LC,0341496440,info@ilnuovomondo.net,,,"Confezionamenti vari, Progettazioni grafiche, Servizi di informat.",Pazienti psichiatrici,45.8482762,9.40717517,"(45.8482762, 9.40717517)"
COOPERATIVA SOCIALE GIANNI PIETRA SOCIETA' COOPERATIVA ONLUS,Stradella,PV,038543629,rsa.stradella@libero.it,"Anziani, Disabili/Handicappati","Centro Diurno integrato per anziani, Centro Diurno per disabili, Centro Pronto Intervento per disabili, Centro socio educativo, Comunità socio sanitaria per disabili, Residenza Sanitaria assistenziale per anziani, Residenza sanitaria Assistenziale per disabili, Servizi di formazione all'autonomia",,,45.07545752,9.29298138,"(45.07545752, 9.29298138)"
EQUIPE SOCIETA' COOPERATIVA SOCIALE A R.L. - ONLUS,Gallarate,VA,0331794919,coop.equipe@libero.it,"Anziani, Disabili/Handicappati, Educativa","Assistenza Pre e Post Scolastica, Casa Soggiorno per anziani",,,45.66125443,8.79194517,"(45.66125443, 8.79194517)"
ARETE' COOPERATIVA SOCIALE,Torre Boldone,BG,035341355,direzione@aretecoop.it,,,"Agricola, Altro","Detenuti, Pazienti psichiatrici, Tossicodipendenti, Alcooldipendenti",45.71205745,9.71008755,"(45.71205745, 9.71008755)"
AINOF SOCIETA' COOPERATIVA SOCIALE,Varese,VA,0332-1692400,,"Anziani, Disabili/Handicappati, Minori, Psichiatria","Casa Soggiorno per anziani, Comunità Alloggio per malati psichici",,,45.81987169,8.826748,"(45.81987169, 8.826748)"
COOPERATIVA SOCIALE LA VECCHIA QUERCIA SOCIETA' COOPERATIVA,Calolziocorte,LC,0341630909,info@lavecchiaquercia.org,"Anziani, Disabili/Handicappati, Disagio Giovanile, Educativa, Famiglia, Minori, Prevenzione del disagio, Stranieri","Animazione, Assistenza scolastica ""ad personam"", Attività Extra scolastiche a minori, Centro Ricreativo diurno minori, Centro di Aggregazione Giovanile, Centro di Ascolto - Segretariato, Centro socio educativo, Comunità socio sanitaria per disabili, Educatori di Strada, Servizi di formazione all'autonomia, Servizi per immigrati, Trasporto persone in situazione di bisogno",,,45.79667981,9.43775983,"(45.79667981, 9.43775983)"
OMNICOOP SOCIETA' COOPERATIVA SOCIALE DI SOLIDARIETA' - ONLUS,Milano,MI,0248301280,omnicoopscrl@tiscali.it,,,"Altro, Facchinaggio e traslochi, Manutenzione stabili, Pulizia ambienti, Sgomberi locali, Tinteggiatura","Disabili, Tossicodipendenti, Alcooldipendenti",45.4564966,9.11475459,"(45.4564966, 9.11475459)"
COOPERATIVA SOCIALE LA COCCINELLA A RESPONSABILITA' LIMITATA - CITTA' DI TRAVAGLIATO ONLUS,Travagliato,BS,0306864656,info@cooplacoccinella.it,,,"Pulizia ambienti, Servizi cimiteriali, Sorveglianza e portierato",Disabili,45.52333488,10.08637792,"(45.52333488, 10.08637792)"
IL BARONE ROSSO SOCIETA' COOPERATIVA SOCIALE,San Giovanni Bianco,BG,035334366,ilbaronerosso2005@tiscali.it,,,"Altro, Assembl. meccanici, Assemblaggio elett., Cartotecnica e imball., Confezionamenti vari, Gestione biblioteche e musei, Gestione isola ecologica, Manutenzione verde, Pulizia ambienti, Tipografia e stampa","Disabili, Pazienti psichiatrici",45.87369977,9.65053729,"(45.87369977, 9.65053729)"
CURA E RIABILITAZIONE SOCIETA' COOPERATIVA SOCIALE,Milano,MI,0266100415,info@curaeriabilitazione.org,Disabili/Handicappati,"Altro, Centro Diurno per disabili, Centro socio educativo, Comunità Accoglienza residenziale, Comunità socio sanitaria per disabili, Servizi di formazione all'autonomia",,,45.51741745,9.18874537,"(45.51741745, 9.18874537)"
PREALPINA COOPERATIVA SOCIALE,Varese,VA,0332282773,residenzaprealpinasrl@vigilio.it,Anziani,Casa Albergo per anziani,,,45.81633746,8.82720591,"(45.81633746, 8.82720591)"
LA CAVALLIZZA SOCIETA' COOPERATIVA SOCIALE - ONLUS,Cuasso al Monte,VA,3487946430,FLAG51E@YAHOO.IT,,,"Manutenzione stabili, Manutenzione verde, Pulizia ambienti, Trasporto persone",Disabili,45.89634036,8.87981326,"(45.89634036, 8.87981326)"
PER LA FAMIGLIA SOCIETA' COOPERATIVA SOCIALE - ONLUS,Orzinuovi,BS,0309444986,PERLAF02@famiglia.191.it,"Alcooldipendenza, Altro, Anziani, Disabili/Handicappati, Disagio Giovanile, Educativa, Emarginazione Sociale, Famiglia, Minori, Prevenzione del disagio",Formazione - Consulenza - Progettazione,,,45.3996141,9.92193135,"(45.3996141, 9.92193135)"
PROGETTO ES.PRO. - SOCIETA' COOPERATIVA SOCIALE - ONLUS,Bagnolo Mella,BS,3929048188,es.pro@tiscali.it,Minori,Attività Extra scolastiche a minori,,,45.4196949,10.19010179,"(45.4196949, 10.19010179)"
PADANA EMERGENZA SOCIETA' COOPERATIVA SOCIALE O.N.L.U.S.,Treviglio,BG,036347226,,Altro,Altro,,,45.51903894,9.59113819,"(45.51903894, 9.59113819)"
FRATERNITA' VERDE - IMPRESA SOCIALE - SOCIETA' COOPERATIVA SOCIALE ONLUS,Ospitaletto,BS,0308370002,fraternita@fraternita.it,,,Manutenzione verde,Disabili,45.54867459,10.08863091,"(45.54867459, 10.08863091)"
ELEFANTI VOLANTI - SOCIETA' COOPERATIVA SOCIALE - ONLUS,Brescia,BS,0306591725,amministrazione@gruppoeva.it,"Disabili/Handicappati, Disagio Giovanile, Educativa, Emarginazione Sociale, Minori, Prevenzione del disagio, Stranieri","Asilo Nido, Assistenza Domiciliare integrata Anziani, Assistenza Pre e Post Scolastica, Assistenza domiciliare minori, Assistenza scolastica ""ad personam""",,,45.52729271,10.24034741,"(45.52729271, 10.24034741)"
C'ERA UNA VOLTA .. SOCIETA' COOPERATIVA SOCIALE A RESPONSABILITA'LIMITATA,Codogno,LO,0377379759,chiapparini.paola@libero.it,"Educativa, Minori",Asilo Nido,,,45.1657815,9.71356069,"(45.1657815, 9.71356069)"
"A.C.C.E.S.SO. AGENZIASTAMPA DI COMUNICAZIONE PER I CONSUMI ETICI,SOCIALI E SOLIDALI COOPERATIVA SOCIALE A RESPONSABILITA' LIMITATA",Milano,MI,0267574323,accesso@accessocoop.it,"Educativa, Emarginazione Sociale, Famiglia, Prevenzione del disagio",Animazione culturale  e territoriale,,,45.49427135,9.20359145,"(45.49427135, 9.20359145)"
ARDESIA SOCIETA' COOPERATIVA SOCIALE,Tirano,SO,0342706462,coop.ardesia@libero.it,"Anziani, Disabili/Handicappati, Minori","Assistenza Domiciliare infermieristica, Assistenza Domiciliare integrata Anziani, Assistenza scolastica ""ad personam"", Residenza Sanitaria assistenziale per anziani, Scuole Materne",,,46.21606925,10.17004608,"(46.21606925, 10.17004608)"
SOCIETA' COOPERATIVA SOCIALE S.CASSIANO - ONLUS,Trescore Balneario,BG,035941000,amministrazione@coopsancassiano.it,,,"Assemblaggio elett., Pulizia ambienti","Detenuti, Disabili",45.68933943,9.84245616,"(45.68933943, 9.84245616)"
VALSA CEPIA SOCIETA' COOPERATIVA SOCIALE O.N.L.U.S.,Mantova,MN,0376222818,,,,Manutenzione verde,"Tossicodipendenti, Alcooldipendenti",45.1644826,10.79254625,"(45.1644826, 10.79254625)"
SOCIETA' COOPERATIVA DI SOLIDARIETA' AGNESE COOPERATIVA SOCIALE,Cassano Magnago,VA,329 7307232,celestedim@libero.it,,,"Manutenzione verde, Pulizia ambienti, Spazzamento e pulizia strade, Trasporto persone","Tossicodipendenti, Alcooldipendenti",45.67596636,8.81915414,"(45.67596636, 8.81915414)"
COOPERATIVA LOTTA CONTRO L'EMARGINAZIONE COOPERATIVA SOCIALE - (O.N.L.U.S.) SOCIETA' COOPERATIVA SOCIALE,Sesto San Giovanni,MI,022400836,"segreteria@cooplotta,org",,,Gestione bar,"Disabili, Pazienti psichiatrici",45.53088122,9.22914245,"(45.53088122, 9.22914245)"
LA RUGIADA - SOCIETA' COOPERATIVA SOCIALE,Venegono Superiore,VA,0331850480,cremonsfamily@libero.it,Minori,Comunità Accoglienza residenziale,,,45.74903492,8.89335335,"(45.74903492, 8.89335335)"
SOCIETA' COOPERATIVA SOCIALE - SOLIDARE -,Milano,MI,0242290338,solidare@solidare.it,"Alcooldipendenza, Altro, Anziani, Disagio Giovanile, Educativa, Emarginazione Sociale, Famiglia, Malati AIDS, Minori, Prevenzione del disagio, Psichiatria, Stranieri, Tossicodipendenza",Centro di Ascolto - Segretariato,,,45.45771758,9.15169804,"(45.45771758, 9.15169804)"
COOPERATIVA S. GIUSEPPE - SOCIETA' COOPERATIVA SOCIALE - ONLUS,Roè Volciano,BS,0365556166,scar@cooperativasangiuseppescrl.191.it,"Educativa, Minori","Animazione, Formazione - Consulenza - Progettazione, Istituti scolastici primo e secondo grado, Scuola materna",,,45.61385449,10.48431338,"(45.61385449, 10.48431338)"
TORNASOLE - SOCIETA' COOPERATIVA SOCIALE - ONLUS,Cellatica,BS,0303731739,info@tornasoleonlus.org,"Anziani, Disabili/Handicappati, Disagio Giovanile, Educativa, Famiglia, Minori, Prevenzione del disagio, Tossicodipendenza","Animazione culturale  e territoriale, Formazione - Consulenza - Progettazione, Nidi famiglia",,,45.58027349,10.18346469,"(45.58027349, 10.18346469)"
"AZZURRA 2000 SOCIETA' COOPERATIVA SOCIALE - ORGANIZZAZIONE NON LUCRATIVA DI UTILITA' SOCIALE, IN BREVE DENOMINABILE ANCHE COME AZZURRA 2000 SOC. COOP. O.N.L.U.S.",Lonate Pozzolo,VA,0331301619,info@azzurra2000onlus.it,"Anziani, Disabili/Handicappati, Educativa, Minori",Altro,,,45.58682316,8.75866532,"(45.58682316, 8.75866532)"
LA MAGNOLIA - SOCIETA' COOPERATIVA SOCIALE,Gorle,BG,035-4175123,lamagnolia@lamagnolia.it,,,"Altro, Consegna pasti, Gestione mense, Lavanderia","Disabili, Tossicodipendenti, Alcooldipendenti",45.70203289,9.71121328,"(45.70203289, 9.71121328)"
FINIS TERRAE SOCIETA' COOPERATIVA SOCIALE,Pavia,PV,3311049574,info@cooperativafinisterrae.it,"Detenuti, Educativa, Emarginazione Sociale, Famiglia, Minori, Stranieri","Altro, Consulenze ad enti pubblici, Formazione - Consulenza - Progettazione, Mediazione culturale e/o linguistica, Servizi per immigrati",,,45.19261163,9.14014483,"(45.19261163, 9.14014483)"
SPAZIO VITA NIGUARDA - ONLUS SOCIETA' COOPERATIVA,Milano,MI,026472490,,"Disabili/Handicappati, Emarginazione Sociale, Famiglia, Prevenzione del disagio",Altro,,,45.50915842,9.18886923,"(45.50915842, 9.18886923)"
RESIDENZA ALLA PACE SOCIETA COOPERATIVA SOCIALE DI SERVIZI E SOLIDARIETA - ONLUS,Borgofranco sul Po,MN,038641454,residenzaallapace@virgilio.it,Anziani,"Assistenza Domiciliare infermieristica, Casa Albergo per anziani",,,45.05172625,11.20623324,"(45.05172625, 11.20623324)"
SOCCORSO AZZURRO SOCIETA' COOPERATIVA SOCIALE - ONLUS,Mantova,MN,0376648091,info@soccorsoazzurro.it,"Altro, Anziani, Disabili/Handicappati",Trasporto persone in situazione di bisogno,,,45.1581659,10.79269114,"(45.1581659, 10.79269114)"
OMNIA COOPERATIVA SOCIALE DI SERVIZI,Cirimido,CO,031895664,omniacooperativa@tiscali.it,"Detenuti, Disabili/Handicappati, Educativa, Minori, Prevenzione del disagio","Altro, Animazione, Asilo Nido, Scuole Materne",,,45.70100169,9.01248215,"(45.70100169, 9.01248215)"
IL SESTO SENSO SOCIETA' COOPERATIVA SOCIALE - ONLUS,Milano,MI,3475539774,simona@montanaripuglisi.it,"Educativa, Famiglia, Minori","Animazione, Asilo Nido, Ludoteca - baby parking",,,45.49634662,9.20438011,"(45.49634662, 9.20438011)"
NEW CIP 1 SOCIETA' COOPERATIVA SOCIALE,Milano,MI,0229002338,newcip1@iol.it,Anziani,Residenza Sanitaria assistenziale per anziani,,,45.48498453,9.21553785,"(45.48498453, 9.21553785)"
LABAMBALAO' SOCIETA' COOPERATIVA SOCIALE - ONLUS IN LIQUIDAZIONE,Milano,MI,0266984524,SIMONA@MONTANARIPUGLISI.IT,"Educativa, Minori",Asilo Nido,,,45.49634662,9.20438011,"(45.49634662, 9.20438011)"
L'ORIZZONTE - COOPERATIVA SOCIALE,Chignolo Po,PV,0382466666,adgalimi@tin.it,"Alcooldipendenza, Anziani, Disabili/Handicappati, Disagio Giovanile, Educativa, Emarginazione Sociale, Famiglia, Stranieri, Tossicodipendenza",Casa Albergo per anziani,,,45.1513245,9.48886285,"(45.1513245, 9.48886285)"
LA DEA COOPERATIVA SOCIALE,Milano,MI,0287385673,asilonidodeigirasoli@fastwebnet.it,"Educativa, Emarginazione Sociale, Famiglia, Minori, Prevenzione del disagio","Asilo Nido, Assistenza Pre e Post Scolastica",,,45.5036574,9.16610274,"(45.5036574, 9.16610274)"
COOPERATIVA SOCIALE BISCROMA - ONLUS,Canzo,CO,031683204,biscroma1@aliceposta.it,"Disabili/Handicappati, Disagio Giovanile, Educativa, Minori, Prevenzione del disagio, Stranieri","Altro, Animazione, Assistenza Pre e Post Scolastica, Assistenza scolastica ""ad personam"", Attività Extra scolastiche a minori, Formazione - Consulenza - Progettazione",,,45.85189179,9.27941434,"(45.85189179, 9.27941434)"
FUTURA - SOCIETA' COOPERATIVA SOCIALE - ONLUS,Nave,BS,0302532816,info@cooperativafutura.com,"Anziani, Disabili/Handicappati, Educativa, Famiglia, Minori, Stranieri","Altro, Assistenza scolastica ""ad personam"", Centro Diurno per disabili, Centro di Aggregazione Giovanile, Centro socio educativo, Formazione - Consulenza - Progettazione, Formazione del personale, Ludoteca - baby parking, Mediazione culturale e/o linguistica, Servizi di formazione all'autonomia",,,45.58894117,10.25630575,"(45.58894117, 10.25630575)"
MASTERJOB GREEN COOPERATIVA SOCIALE,Passirano,BS,0307703146,,,,"Agricola, Facchinaggio e traslochi, Manutenzione verde","Detenuti, Disabili, Tossicodipendenti, Alcooldipendenti",45.62206823,10.06994287,"(45.62206823, 10.06994287)"
COOPERATIVA SOCIALE ARCA 88 SOCIETA' COOPERATIVA ONLUS,Olgiate Comasco,CO,031944536,arca88@tele2.it,Disabili/Handicappati,"Alloggi protetti, Animazione, Comunità Alloggio per adulti",,,45.78286986,8.96636689,"(45.78286986, 8.96636689)"
PROGETTO IL SEME- COOPERAZIONE E SINERGIE ASSOCIATIVE SOCIETA' COOPERATIVA SOCIALE ONLUS,Milano,MI,3393365573,,,,"Altro, Progettazioni grafiche, Servizi di informat., Sorveglianza e portierato",Disabili,45.46356089,9.19739939,"(45.46356089, 9.19739939)"
BUENAVISTA COOPERATIVA SOCIALE,Monza,MB,0392315219,girardi@goodbyte.it,,,"Manutenzione verde, Servizi cimiteriali","Disabili, Tossicodipendenti, Alcooldipendenti",45.58563506,9.27902534,"(45.58563506, 9.27902534)"
INSUBRIA MEDICA SERVIZI COOPERATIVA SOCIALE,Varese,VA,0332812804,STUDIOSCA@STUDIOSCA.COM,"Altro, Anziani, Disabili/Handicappati, Famiglia, Minori","Assistenza Domiciliare infermieristica, Assistenza Domiciliare integrata Anziani, Assistenza Domiciliare integrata Disabili, Residenza Sanitaria assistenziale per anziani, Trasporto persone in situazione di bisogno",,,45.81159967,8.83411592,"(45.81159967, 8.83411592)"
SOCCORSO COOPERATIVA SOCIALE - ONLUS,Sondrio,SO,0342514700,segreteria@cdlschiappadini.it,"Alcooldipendenza, Anziani, Disabili/Handicappati, Disagio Giovanile, Emarginazione Sociale, Famiglia, Malati AIDS, Minori, Prevenzione del disagio, Psichiatria, Stranieri, Tossicodipendenza",Trasporto persone in situazione di bisogno,,,46.16747494,9.86615635,"(46.16747494, 9.86615635)"
COOPERATIVA NUOVA SOLIDARIETA'SOCIETA' COOPERATIVA SOCIALE,Clusone,BG,0350063511,conusol@tin.it,"Altro, Disabili/Handicappati, Educativa",Altro,,,45.89019682,9.9492031,"(45.89019682, 9.9492031)"
COOPERATIVA SOCIALE LA MANO TESA - ONLUS - SOCIETA' COOPERATIVA,Como,CO,3317537122,info@crispisrl.com,"Alcooldipendenza, Anziani, Disabili/Handicappati, Educativa, Emarginazione Sociale, Famiglia, Malati AIDS, Minori, Prevenzione del disagio, Stranieri, Tossicodipendenza",Centro socio educativo,,,45.81017055,9.0744514,"(45.81017055, 9.0744514)"
IL PROGETTO SOCIETA' COOPERATIVA SOCIALE - ONLUS,Colzate,BG,035821510,casa.atlante@virgilio.it,"Educativa, Emarginazione Sociale, Prevenzione del disagio, Psichiatria",Alloggi protetti,,,45.81636241,9.85380459,"(45.81636241, 9.85380459)"
EUREKA SOCIETA' COOPERATIVA SOCIALE,Treviglio,BG,0363-47531,progetti@coesi.coop,,,"Altro, Manutenzione verde, Orto-floro-vivaismo",Disabili,45.51753735,9.61200104,"(45.51753735, 9.61200104)"
CONSORZIO REMEDIA - SOCIETA' COOPERATIVA IN BREVE CONSORZIO REMEDIA S.C.,Como,CO,031269656,,,,,,45.81017055,9.0744514,"(45.81017055, 9.0744514)"
BIMBISICRESCE ONLUS - COOPERATIVA SOCIALE,Cellatica,BS,3393233437,,"Educativa, Famiglia, Minori","Asilo Nido, Centro socio educativo, Formazione - Consulenza - Progettazione, Ludoteca - baby parking",,,45.5753392,10.1759991,"(45.5753392, 10.1759991)"
"CRESCO CREIAMO ENERGIA SOLIDARIETA' COOPERAZIONE - SOCIETA' COOPERATIVA SOCIALE, IN SIGLA CRESCO - SOCIETA' COOPERATIVA SOCIALE",Flero,BS,0303582490,COOP.CRESCO@LEGALMAIL.IT,,,Altro,Disabili,45.49026974,10.1660659,"(45.49026974, 10.1660659)"
"LA GOCCIA, SOCIETA' COOPERATIVA SOCIALE",Clusone,BG,0346-21663,,,,"Assembl. meccanici, Tinteggiatura, Trasporto persone","Disabili, Tossicodipendenti, Alcooldipendenti",45.88289708,9.95238251,"(45.88289708, 9.95238251)"
COOPERATIVA SOCIALE L'INNESTO O.N.L.U.S.,Gaverina Terme,BG,035812742,info@innesto.org,,,"Agricola, Allevamento, Gestione bar, Gestione biblioteche e musei, Gestione isola ecologica, Lavanderia, Manutenzione stabili, Manutenzione verde, Pulizia ambienti, Raccolta differenz., Spazzamento e pulizia strade, Trasporto persone, Valorizzazione del territorio","Detenuti, Disabili, Tossicodipendenti, Alcooldipendenti",45.76159008,9.89658414,"(45.76159008, 9.89658414)"
GHIRULI' SOCIETA' COOPERATIVA SOCIALE - ONLUS,Milano,MI,0266984524,,"Educativa, Minori",Asilo Nido,,,45.49634662,9.20438011,"(45.49634662, 9.20438011)"
PENSIONATI ED ANZIANI TREVIGLIESI SOCIETA' COOPERATIVA SOCIALE O.N.L.U.S.,Treviglio,BG,036344984,,Anziani,Altro,,,45.52083019,9.59073599,"(45.52083019, 9.59073599)"
LOGGETTA INSIEME - SOCIETA' COOPERATIVA SOCIALE - ONLUS,Bagnolo Mella,BS,0306821648,loggettainsieme@tin.it,,,"Lavanderia, Pulizia ambienti, Recupero e vendita beni usati, Servizi cimiteriali",Disabili,45.42988152,10.17984528,"(45.42988152, 10.17984528)"
CARROBIOLO 2000 COOPERATIVA SOCIALE A R.L.,Monza,MB,039322306,ex_it@libero.it,"Disagio Giovanile, Educativa, Famiglia, Minori","Centro di Aggregazione Giovanile, Educatori di Strada",,,45.58238599,9.27178425,"(45.58238599, 9.27178425)"
COOPERATIVA SOCIALE HOBBIT,Cene,BG,035719062,sirtoli@activaservizi.it,,,Manutenzione verde,"Tossicodipendenti, Alcooldipendenti",45.77928787,9.84689621,"(45.77928787, 9.84689621)"
